Det_time,Des_time,Match_points
,,
0.00255811,0.00233479,0
0.0019165,0.00276501,119
0.00146341,0.00240775,130
0.00126284,0.000754995,118
0.00132812,0.000737963,126
0.00131228,0.0010291,108
0.00129133,0.000855782,123
0.00122948,0.000741991,131
0.00113026,0.000709969,125
0.00140835,0.00171342,119
