Det_time,Des_time,Match_points
,,
0.021792,0.0257885,0
0.0202487,0.0215103,14
0.0248874,0.0226081,11
0.02153,0.0258136,16
0.0195249,0.0238568,19
0.0391544,0.0228581,22
0.0231724,0.0230137,22
0.0259496,0.0221879,13
0.022919,0.0209584,22
0.0284321,0.0228906,21
