Det_time,Des_time,Match_points
,,
0.0216527,0.000597708,0
0.0215129,0.0012845,11
0.0204765,0.00133516,8
0.0237183,0.00135388,9
0.0202841,0.00139391,11
0.038622,0.000725517,16
0.0166401,0.00131723,14
0.0256919,0.00160949,11
0.0244642,0.00146879,19
0.0267809,0.00148824,16
