Det_time,Des_time,Match_points
,,
0.0955042,0.00196914,0
0.103573,0.00168303,126
0.0965141,0.00263308,112
0.0929636,0.00254471,121
0.0932905,0.00307982,117
0.09358,0.00200098,114
0.093313,0.00297795,119
0.0868354,0.00283256,134
0.0948359,0.00201644,140
0.0959477,0.00208299,127
