Det_time,Des_time,Match_points
,,
0.0991716,0.00343455,0
0.0910135,0.00338369,131
0.0867531,0.00513248,129
0.091977,0.00387003,127
0.0896006,0.00837927,117
0.0920329,0.00359538,130
0.0893083,0.00484329,131
0.0898258,0.00386917,137
0.0854863,0.00331482,135
0.0850242,0.00386613,145
