Det_time,Des_time,Match_points
,,
0.00147128,0.00284108,0
0.002041,0.00286368,80
0.00125578,0.00278355,91
0.00134685,0.00176504,85
0.00173174,0.00183164,94
0.0012425,0.00205564,71
0.00174111,0.00227844,83
0.0015504,0.00171644,92
0.00137943,0.0015763,86
0.00151344,0.0022028,94
