Det_time,Des_time,Match_points
,,
0.0481331,0.00110937,0
0.0431936,0.00118718,178
0.041962,0.00109147,205
0.0387836,0.0011372,185
0.0393862,0.00108862,179
0.0392518,0.00118635,183
0.0393596,0.00114848,195
0.0385735,0.00117939,207
0.03919,0.00227234,189
0.0403659,0.00115248,183
