Det_time,Des_time,Match_points
,,
0.0182935,0.00183899,0
0.0126863,0.000734481,49
0.0119914,0.00111716,43
0.00980799,0.000736388,45
0.00931299,0.000755056,59
0.00907001,0.00150894,53
0.00877405,0.00124077,78
0.0112258,0.00131724,68
0.00825612,0.00118846,84
0.00921214,0.00111994,66
