Det_time,Des_time,Match_points
,,
0.00167533,0.0508304,0
0.00182409,0.0430789,98
0.00125188,0.051231,99
0.00120647,0.042507,91
0.00105345,0.0424247,98
0.00144838,0.0446332,85
0.00152437,0.0425643,99
0.0014457,0.0423396,102
0.00144388,0.0421222,101
0.00148751,0.0433686,105
