Det_time,Des_time,Match_points
,,
0.0958278,0.0397615,0
0.0906758,0.0433735,126
0.0877393,0.0456352,129
0.076491,0.045412,127
0.0777894,0.040599,121
0.0778036,0.0417333,122
0.0827699,0.0434555,133
0.0789091,0.0405387,144
0.0734655,0.0408924,147
0.0815895,0.0449668,138
