Det_time,Des_time,Match_points
,,
0.0439489,0.00309101,0
0.0432788,0.00335259,138
0.0445391,0.00302776,144
0.0415779,0.00304661,133
0.0438593,0.00330585,144
0.0413131,0.00310934,139
0.0406763,0.00334836,155
0.041093,0.00301678,137
0.0402326,0.003059,150
0.0411145,0.00315094,158
