Det_time,Des_time,Match_points
,,
0.106747,0.028524,0
0.0863839,0.0350642,134
0.0910064,0.0376885,134
0.0948047,0.0335602,130
0.101584,0.0415962,136
0.092283,0.0443294,137
0.0966568,0.03041,147
0.0954562,0.03196,147
0.101246,0.0376672,154
0.0982947,0.0324567,151
