Det_time,Des_time,Match_points
,,
0.00167773,0.00165453,0
0.002161,0.00196202,118
0.0013983,0.00142078,123
0.0010213,0.00100117,112
0.00131648,0.00133484,126
0.00119939,0.00143888,106
0.0011936,0.0010794,122
0.00102976,0.00141452,122
0.00126785,0.00176023,123
0.00119611,0.00129349,119
