Det_time,Des_time,Match_points
,,
0.044396,0.0632018,0
0.0430527,0.0657867,182
0.0408976,0.0600439,193
0.0429536,0.0747099,169
0.0418512,0.0691075,183
0.0410899,0.0638581,171
0.0418863,0.060881,195
0.0407764,0.0590266,194
0.0404612,0.0505047,176
0.0409554,0.0494459,183
