Det_time,Des_time,Match_points
,,
0.0423784,0.0452523,0
0.0445036,0.0475449,160
0.0398784,0.0481232,177
0.0396957,0.045627,155
0.0405174,0.0462951,173
0.0420099,0.0469933,161
0.0383389,0.0437996,183
0.0404649,0.0434838,169
0.0399768,0.0456491,178
0.0395532,0.0450109,168
