Det_time,Des_time,Match_points
,,
0.0114712,0.0699814,0
0.00798936,0.0590456,67
0.010947,0.0627694,79
0.0121674,0.0645106,78
0.0101526,0.0568096,79
0.0108324,0.0603771,82
0.010797,0.0656436,95
0.0127877,0.0694687,95
0.0102131,0.0797328,94
0.0109185,0.0644195,94
