Det_time,Des_time,Match_points
,,
0.0223444,0.00087602,0
0.019014,0.00111415,12
0.0208281,0.000851088,12
0.0246498,0.000995122,15
0.0244532,0.00121494,18
0.0433101,0.00111716,24
0.0256373,0.00122549,20
0.0260841,0.00123248,14
0.0213565,0.00130555,22
0.0270624,0.000748311,21
