Det_time,Des_time,Match_points
,,
0.151078,0.000955182,0
0.144921,0.000828678,86
0.138761,0.000814341,78
0.146262,0.000864988,76
0.140242,0.00109664,85
0.1457,0.000926425,69
0.139272,0.000865312,74
0.135976,0.000739985,76
0.135479,0.000960313,70
0.13606,0.000974808,88
