Det_time,Des_time,Match_points
,,
0.00947833,0.0450346,0
0.00917498,0.0487389,42
0.0102079,0.0482288,36
0.009936,0.0390194,44
0.00981828,0.0406707,47
0.0103458,0.0400935,44
0.0086228,0.0434184,51
0.0114509,0.0467947,52
0.0112499,0.0446239,48
0.0100099,0.0404866,56
