Det_time,Des_time,Match_points
,,
0.010464,0.00598312,0
0.00872757,0.00649378,67
0.0103367,0.00532543,70
0.0103216,0.00643688,72
0.00973841,0.00463597,84
0.00963516,0.00536737,91
0.00946429,0.0076433,101
0.0111406,0.00601903,92
0.0107306,0.00718844,93
0.00927134,0.00607509,93
