Det_time,Des_time,Match_points
,,
0.0225301,0.0418367,0
0.0187142,0.039533,13
0.0185679,0.039838,12
0.0174188,0.0403218,15
0.0156281,0.0408182,15
0.0385931,0.0416768,17
0.014293,0.0411988,20
0.017694,0.0391152,12
0.016126,0.0415314,19
0.0228015,0.0435721,17
