Det_time,Des_time,Match_points
,,
0.147905,0.00206017,0
0.140512,0.00169229,57
0.110957,0.00184184,63
0.104342,0.00175667,58
0.107213,0.00168133,61
0.105886,0.00165334,55
0.109211,0.00171154,52
0.102907,0.00174857,54
0.114639,0.00179496,63
0.107546,0.00170178,73
