Det_time,Des_time,Match_points
,,
0.0248276,0.0770147,0
0.0162276,0.0721843,14
0.0222648,0.0773735,13
0.020567,0.0786316,18
0.0207276,0.0792538,17
0.0391138,0.0785531,23
0.0220086,0.0744122,27
0.0253527,0.0710433,14
0.0256543,0.0827832,24
0.0249948,0.077398,22
