Det_time,Des_time,Match_points
,,
0.0437612,0.00676004,0
0.0449837,0.00480017,162
0.0417032,0.00729735,175
0.0411523,0.00525043,158
0.0405403,0.00613033,167
0.0401447,0.00465818,160
0.0397465,0.00452684,182
0.0388423,0.00475977,167
0.0410974,0.00589341,171
0.0399826,0.00500119,172
