Det_time,Des_time,Match_points
,,
0.0439995,0.0083413,0
0.0260309,0.00131023,14
0.0237934,0.00153659,11
0.0244689,0.00130571,15
0.0232391,0.000937246,20
0.0465477,0.000691241,24
0.0139037,0.000472861,26
0.0215158,0.0014076,15
0.0221559,0.000944289,22
0.0293809,0.00120287,22
